,original_glcm_InverseVariance,original_glrlm_GrayLevelNonUniformityNormalized,original_shape_Elongation,original_shape_SurfaceVolumeRatio,original_glcm_Correlation,original_glrlm_RunLengthNonUniformity,original_glrlm_ShortRunEmphasis,original_shape_MajorAxisLength,original_shape_Maximum3DDiameter,original_gldm_GrayLevelNonUniformity,original_glcm_Idmn,original_shape_LeastAxisLength,original_glszm_ZoneEntropy,original_glrlm_GrayLevelNonUniformity,original_shape_MeshVolume,original_glrlm_RunPercentage,original_firstorder_Uniformity,original_glcm_JointEntropy,original_glcm_Imc1,original_shape_Maximum2DDiameterSlice,original_glcm_JointEnergy,original_shape_MinorAxisLength,original_glszm_GrayLevelNonUniformityNormalized,original_glcm_Idn,original_shape_SurfaceArea,original_glcm_MaximumProbability,original_shape_Sphericity,original_glrlm_LongRunEmphasis,original_glcm_Id,original_glrlm_RunEntropy,original_glrlm_RunVariance,original_shape_Flatness,original_glcm_Idm,original_glcm_SumEntropy,original_shape_VoxelVolume,original_glcm_MCC,original_firstorder_Kurtosis,original_gldm_DependenceNonUniformity,original_shape_Maximum2DDiameterColumn,original_ngtdm_Coarseness,original_glszm_LargeAreaHighGrayLevelEmphasis,original_firstorder_Entropy,original_shape_Maximum2DDiameterRow,original_ngtdm_Busyness,original_glszm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_glcm_Imc2,original_gldm_DependenceEntropy,original_glrlm_RunLengthNonUniformityNormalized
Patient 2,0.221374572,0.035666629,0.442171865,0.398730707,0.71738137,2186.029278,0.952644826,66.33891701,70.76903631,94.82190224,0.988022208,19.44020789,6.824419634,88.14786515,11217.53697,0.93660186,0.035930997,9.044375522,-0.162228277,37.80756803,0.002484492,29.33320267,0.033277235,0.925263927,4472.776447,0.007018355,0.541799506,1.219330148,0.304498333,5.326233262,0.077313988,0.293043793,0.212880885,5.78259911,11428.84133,0.775554858,3.122579248,563.1826449,41.78017831,0.004451542,5061.872042,4.981895479,70.76903631,0.267141819,37.96932515,9.334217507,0.882133128,7.233497379,0.883589096
Patient 20,0.190219729,0.029218572,0.610027649,0.222156817,0.756755296,8224.429139,0.95363648,66.93414063,82.69740383,291.5779844,0.987819062,29.02439723,7.306769917,271.2591428,42669.04571,0.93841022,0.029473161,9.855574073,-0.140975622,68.78908998,0.001547191,40.83167644,0.0267434,0.924565295,9479.219371,0.00501783,0.62295045,1.20941677,0.277153246,5.67029017,0.072681256,0.433626203,0.185669526,6.194746584,42844.08007,0.769091186,3.059763364,2180.778834,67.38428674,0.001227302,12904.16161,5.319197495,54.79322038,0.538864415,115.5047465,8.987870211,0.86804981,7.639379761,0.885409571
Patient 21,0.202774099,0.034367079,0.832498015,0.252445668,0.683812345,8768.359153,0.949313494,58.19723204,71.57166478,372.5454291,0.987943539,29.92983764,7.163049441,343.8006459,46196.80004,0.932216511,0.034716749,9.417531291,-0.115513571,70.37372805,0.002049698,48.44908014,0.030993301,0.925364834,11662.18204,0.005608899,0.533882359,1.236847373,0.29258269,5.420373403,0.084179525,0.514282838,0.201274538,5.860639233,46473.24606,0.698756072,2.937300015,2198.55102,67.00866362,0.001071486,9207.704603,5.040094796,67.5418189,0.81166902,133.9840389,10.1540397,0.805062415,7.43173508,0.875771636
Patient 22,0.256075238,0.049973979,0.510200407,0.281914722,0.626335357,3706.72232,0.934623223,55.80641248,73.44049973,248.6800166,0.982625244,20.84239067,6.613601981,219.591997,20719.55678,0.911759542,0.051604071,8.343406341,-0.10613358,71.57166478,0.004818082,28.47245438,0.040022519,0.913385695,5841.148083,0.013360009,0.624558153,1.320366054,0.343179815,5.004696411,0.11590276,0.373476626,0.255274751,5.247684053,20869.86979,0.640518715,3.425244458,786.756381,40.32397302,0.002084799,9563.893484,4.530858741,44.49034165,1.193590966,63.87593985,15.0261465,0.75971239,7.066089329,0.84305851
Patient 23,0.225064634,0.039267422,0.739110005,0.23710761,0.741061235,11306.47196,0.943588984,68.94956072,81.66283733,567.3657417,0.990320128,30.79595081,7.218919359,514.2707053,61000.73687,0.924657423,0.040059715,9.114093255,-0.125866626,63.92426926,0.002793301,50.96131018,0.031559392,0.932332349,14463.73892,0.0083776,0.518115921,1.264832172,0.312875654,5.344974845,0.093626665,0.446644627,0.22159307,5.727201369,61336.36976,0.760124654,3.788048139,2687.156888,70.10895093,0.000764061,10177.27861,4.920424708,73.80138888,1.26689816,163.0042594,11.80632634,0.826682808,7.437464814,0.86274277
Patient 24,0.222511239,0.043644901,0.647177468,0.1960429,0.645667201,10167.33825,0.942832626,67.98715726,79.63680242,566.5243167,0.993112417,30.66754423,7.130637096,514.8532429,55099.73319,0.923793804,0.044367164,8.942368914,-0.100576646,58.43044155,0.003001797,43.99975628,0.035140308,0.942148889,10801.91147,0.008084376,0.648260921,1.269460722,0.310859801,5.187586574,0.095444333,0.45107849,0.219062825,5.541324667,55299.30844,0.865386288,4.852820988,2396.329,68.71179884,0.000760642,17495.41618,4.761014235,71.01264817,0.773998661,156.7960556,11.73850732,0.75929055,7.267303733,0.861134503
Patient 25,0.207110493,0.027429466,0.93336307,0.208230303,0.798333202,11447.72062,0.946664112,51.16373158,73.9991277,400.3283508,0.989083748,46.08817482,7.315969972,360.8291745,61164.58346,0.927404965,0.028225929,9.825879155,-0.154917296,66.19084604,0.001915467,47.75433756,0.023738512,0.931501028,12736.31974,0.007660968,0.58944079,1.258683602,0.293795905,5.804723543,0.094571568,0.90079776,0.205951576,6.234686809,61422.9847,0.805721397,3.160741618,2774.531129,67.79702796,0.000958543,19875.07008,5.398711161,73.54895241,0.988331661,137.8732782,12.02827328,0.889736028,7.834204273,0.869812078
Patient 26,0.220227627,0.036378441,0.477489667,0.25335928,0.709287407,8659.002035,0.946028877,83.9470977,102.3011686,393.4944574,0.988632136,29.99658798,7.152647338,362.4684044,46255.08468,0.928193185,0.036655282,9.267961306,-0.124755201,68.07079844,0.00227579,40.08387173,0.03279029,0.927406265,11719.15495,0.005924814,0.531733654,1.250718661,0.306359347,5.376901878,0.088059174,0.357327279,0.215300069,5.826879288,46490.56905,0.712956062,3.072746852,2110.414811,61.70362793,0.001088647,10254.03834,4.980082828,92.92429715,0.956142396,133.4236913,10.92901723,0.824154781,7.441085381,0.868266026
Patient 28,0.160568399,0.025175232,0.589651684,0.227325622,0.728926421,6380.780509,0.963705837,56.58097192,65.13884632,186.2824407,0.984667144,27.76778135,7.200078545,176.6505345,31778.29969,0.951436767,0.025258636,10.17772761,-0.130869824,43.31017663,0.001106708,33.36306539,0.024467723,0.914536175,7224.021745,0.003283676,0.671622934,1.161978537,0.244999973,5.743504442,0.056438268,0.49076183,0.154221944,6.329554736,31939.25912,0.73520772,2.470782396,1935.303458,52.66691181,0.001529059,5804.799791,5.459792486,61.61744964,0.451922239,93.85818561,6.757288136,0.860654483,7.526753527,0.908982616
Patient 29,0.174584032,0.027292376,0.817251081,0.214945118,0.734087295,6416.534495,0.959520768,46.28062448,63.10858183,206.9103686,0.985887565,27.89851983,7.248066408,194.7097756,32502.43668,0.945923342,0.027434416,10.00549485,-0.13533012,57.62920267,0.001334877,37.82289037,0.025530937,0.919149298,6986.240104,0.003701722,0.70499261,1.181910176,0.258570146,5.707924082,0.063491414,0.602812087,0.167887097,6.251547325,32662.49387,0.739525389,3.144525671,1829.367542,50.34563139,0.001559326,6943.295657,5.395784522,53.39338629,0.443490212,91.70712695,7.675682843,0.865272728,7.561409783,0.8990569
Patient 3,0.232843258,0.044281813,0.756221586,0.214770737,0.655382988,8731.898057,0.938837922,53.02708258,66.43124942,499.1267163,0.984823068,36.82363949,7.152499911,453.151765,48065.33692,0.918348187,0.044792849,8.882819004,-0.10477147,57.60614637,0.003057088,40.1002245,0.039124176,0.917211192,10323.02783,0.008561088,0.619296112,1.292249905,0.321754723,5.146086015,0.103954389,0.694430802,0.231471809,5.544329669,48257.51382,0.660768121,3.362810513,2030.559724,65.07763518,0.000979902,9669.047033,4.702866581,64.04883762,1.469914065,143.0771124,12.85892489,0.765028845,7.275836339,0.852381537
Patient 30,0.210762793,0.023303664,0.874555958,0.20587967,0.875450569,10238.96616,0.943991579,58.00569667,83.46491359,300.6470221,0.987225876,31.86052785,7.44531255,276.020146,55283.42904,0.924566028,0.023467881,10.0457479,-0.196503771,73.6572454,0.001404542,50.72922763,0.023200627,0.927143933,11381.73414,0.005463553,0.616603051,1.267540917,0.298792268,5.965078329,0.096064469,0.549265498,0.210981854,6.499261801,55481.19982,0.883321955,2.140118497,2421.211069,58.43044155,0.001266612,62508.27439,5.564172219,75.13928733,0.786481638,115.3303158,12.36101788,0.936518826,8.049000501,0.863800527
Patient 31,0.23221375,0.041211643,0.551687175,0.188543935,0.666748003,10801.34894,0.937896684,70.03728552,76.644673,571.159132,0.984749783,35.65839724,7.135915916,522.5637466,59684.00933,0.917245792,0.0413135,9.023112981,-0.111954441,47.52225794,0.002627318,38.63867219,0.038910193,0.916910161,11253.05796,0.006566947,0.656324921,1.300045472,0.321025015,5.225176223,0.107569447,0.509134484,0.230803685,5.640631992,59872.57727,0.671534201,2.647692331,2462.760289,76.62733846,0.000789334,22870.49529,4.783445071,75.2629444,1.442622498,173.461642,13.05858951,0.781301961,7.429974259,0.850514582
Patient 32,0.274784406,0.045969339,0.839133793,0.177692139,0.743851634,11626.08544,0.924205679,59.13464959,72.03419813,727.0605174,0.988528457,37.96481812,7.226008625,650.3611326,67910.98505,0.899356,0.046218328,8.564271698,-0.142179937,61.09782729,0.003563703,49.62188282,0.041531241,0.926556653,12067.2482,0.008616613,0.667066656,1.373105056,0.361500189,5.136153767,0.133463294,0.642006309,0.273348765,5.505609327,68126.98106,0.748743996,2.662828937,2480.62647,67.62044735,0.00077115,44411.00054,4.614331737,67.62044735,1.852991132,153.9978425,16.93935541,0.839308696,7.430321595,0.8207032
Patient 33,0.212174091,0.029338207,0.629138964,0.176299894,0.788407498,11431.44623,0.944142516,63.7392027,80.86180124,422.7798615,0.990189393,38.12906817,7.341182695,387.8080586,61706.28773,0.924923163,0.029583644,9.685067688,-0.157238908,49.76174032,0.001753708,40.10081595,0.028029479,0.933169333,10878.81198,0.005877274,0.694153632,1.266282582,0.300691945,5.677048976,0.095349566,0.598204348,0.210630638,6.173273896,61890.70538,0.797889534,2.821664941,2719.414667,67.00866362,0.000914263,15242.65782,5.269645091,73.63920763,0.898904125,148.8365348,11.91512141,0.887824785,7.785675611,0.864120252
Patient 34,0.20672044,0.031129688,0.718624089,0.189108556,0.747971864,18338.7784,0.947289086,76.86775956,89.93110474,703.3828039,0.986357751,37.44494162,7.258304486,654.8180042,97621.5335,0.929439314,0.031077754,9.613745853,-0.131699218,72.01575383,0.001651652,55.2390237,0.031404176,0.920520697,18461.06726,0.003895616,0.555381067,1.246947906,0.29479129,5.533163156,0.087587619,0.487134552,0.203472512,6.045819525,98017.79685,0.754891707,2.400664387,4554.390536,85.57111896,0.000532359,14046.69424,5.147441938,87.77818636,1.6980684,272.5882488,10.74285336,0.844762544,7.633325767,0.871120872
Patient 35,0.267751726,0.044542019,0.887630677,0.195299043,0.747701489,11352.38849,0.926600136,62.03319553,79.73682775,690.3745564,0.99290586,32.26104016,7.238535802,611.2788863,65714.39408,0.901756018,0.045365656,8.723545069,-0.141477403,75.0862291,0.003722368,55.06256737,0.037770162,0.943411279,12833.9583,0.011086843,0.613616702,1.366960479,0.353872099,5.245423223,0.133210448,0.520060911,0.267285355,5.578557248,65905.30785,0.764705754,4.599404394,2380.762912,64.29725033,0.000788959,66559.02922,4.726615528,67.83620567,1.068496553,153.8000982,16.95479038,0.839912468,7.517067828,0.826033057
Patient 36,0.2364638,0.03636272,0.636132872,0.188013723,0.734668805,13663.72564,0.937382129,73.78117201,96.12855039,639.6664386,0.987664444,34.97421292,7.225419072,584.3488877,75707.59278,0.916170028,0.036466931,9.172645115,-0.134535804,71.2927044,0.002345759,46.93462889,0.034778432,0.925130518,14234.06636,0.005505569,0.608015657,1.302836514,0.323823334,5.38923509,0.108656701,0.474026259,0.234168348,5.813790409,75965.63313,0.74462259,2.640856064,3102.022405,73.63920763,0.000693027,21737.83111,4.943363721,94.06102806,1.505891571,197.8892794,13.59734337,0.839640539,7.58618937,0.849257908
Patient 37,0.253665792,0.043113805,0.819338788,0.223504513,0.720423004,9750.287226,0.933377608,59.07667819,78.01895859,551.2796037,0.988715228,35.9297849,7.253709832,499.7866442,54859.55717,0.911494308,0.043346407,8.793965941,-0.13024346,78.00192946,0.003095414,48.40381394,0.038993772,0.927153524,12261.35859,0.007445822,0.569438809,1.319208225,0.341103232,5.19784035,0.113137857,0.608188984,0.251295319,5.591569041,55078.44035,0.723087392,2.884701207,2184.729674,57.02670953,0.000930173,16941.64722,4.727330901,77.04229098,1.286326828,144.3549433,14.20066048,0.824959781,7.417366674,0.840245061
Patient 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 39,0.255897942,0.040786096,0.931522393,0.180640652,0.759930379,10752.84833,0.930399229,54.08956041,67.14729555,591.1897595,0.992546025,34.53112907,7.215563473,525.4762834,61399.52649,0.906099527,0.041580374,8.954188163,-0.145422343,62.96105781,0.003115645,50.38563677,0.035689361,0.94156274,11091.25051,0.009878175,0.678599639,1.347777938,0.343107829,5.324348699,0.127462803,0.638406539,0.255345731,5.72465624,61574.56085,0.772569697,3.630011245,2304.781826,61.70362793,0.000856883,49877.40501,4.82478444,67.06811239,1.110313326,148.2179148,16.32254888,0.857490144,7.573055897,0.833915167
Patient 4,0.210718719,0.029399509,0.644552438,0.226010467,0.795451124,7458.621485,0.948393237,59.81174619,81.56517394,274.7947208,0.987828144,28.50652291,7.299505481,250.9431462,39467.36055,0.930997449,0.029973246,9.670950316,-0.158551072,80.20196319,0.001948561,38.55180685,0.025267372,0.926730218,8920.036597,0.006495135,0.62845793,1.239083776,0.294999619,5.703881026,0.084261041,0.476604091,0.205266754,6.169893026,39704.2885,0.798896061,3.143318439,1856.003709,47.93973821,0.001510561,10212.29495,5.317945942,60.66140865,0.68367908,95.00531915,10.7539267,0.891121413,7.693352084,0.873418288
Patient 40,0.2347193717176782,0.0359240457362558,0.5830404722864265,0.2531260797620048,0.770939181261265,4326.371840539317,0.9365054613325828,50.95046079113529,59.31050159963242,204.0021513087128,0.9881299980660296,25.27735159769629,7.089252387525328,183.345264182879,24017.60107083327,0.914926772761122,0.0365726337950363,9.11852286635989,-0.1619130099808667,56.93345238082792,0.0027004535871813,29.70618072287457,0.0328996711593706,0.9267980477629608,6079.481204347753,0.0098227549413317,0.6621718115479452,1.305767507738133,0.3277790378791738,5.453543334141386,0.1093846280679504,0.4961162510642929,0.2385815492690051,5.866271325461532,24156.906766,0.7867498843367097,2.908701035925215,981.6636787378987,39.25559832686288,0.0023879930387786,22025.88958660388,5.00363970570509,55.6353170207558,0.4713702615533399,62.8712715855573,14.42309071351739,0.8854152484480236,7.584834539094277,0.8470928370565998
Patient 41,0.2213406747261181,0.0327726541493535,0.5028866620899424,0.2101774828937146,0.773439680240644,9591.85535215485,0.943437880949289,83.5670012785546,84.91658613015481,397.7349247276054,0.9889681788835696,27.14566993750024,7.312861253481814,364.2146543123438,51872.78532704165,0.9242989398524624,0.03308117148196,9.451977177292298,-0.1468156742504877,53.81469130265452,0.0020450461406508,42.02473033383827,0.0296793720446774,0.9288231745413396,10902.49145072363,0.0057474944953773,0.6169520550232582,1.26775005364123,0.3089250604225967,5.537936882533732,0.0953636959477257,0.3248371907831818,0.2182683746632271,6.001027174752862,52068.571181,0.780107254689608,2.86978911997712,2287.522831240123,79.48652841834269,0.001056694373887,21632.9414187643,5.122469239170299,76.62733846350139,0.7853509398266133,129.6988558352403,11.93687099725526,0.8701304716189087,7.664909647282633,0.8624518816019342
Patient 42,0.2535247375120871,0.0349381359155423,0.624657275068958,0.2265827714179685,0.8093604257864615,8633.096653600769,0.934424211109634,68.65817094106356,89.76846718085365,398.9559910913141,0.9880447861142329,31.69909905557853,7.233278368237846,357.6923437749299,48360.54951004168,0.912043858146308,0.035541736400117,9.038940176796702,-0.1676288804469396,80.26819108463825,0.0027801819537247,42.88782597126347,0.032253008394836,0.9264185604884352,10957.66733528112,0.0086489167498627,0.5858145637109659,1.318641076164035,0.3391351013704355,5.446865679021263,0.1144619653129651,0.4616944876493892,0.2504867184412483,5.839266701337469,48612.635075,0.817662737087171,2.498519977561178,1915.793407572383,60.11142986154962,0.0012230047574499,16688.94767107533,4.979017946546187,72.18158283107955,1.453523262687756,112.1759631972398,14.70173719376392,0.8906864036017121,7.603779257941984,0.8425689661450152
Patient 43,0.2545818558190778,0.0496617287757861,0.5960733462311945,0.2401882400387415,0.6468238466062066,3975.518430247576,0.932210000658105,49.25124546925307,55.34804151909984,263.0157359431971,0.9871406350056054,25.0600483365766,6.8821051044665,235.3243780191858,22437.7806547916,0.9093042823612774,0.0504731790334287,8.520984636897627,-0.1162421006848839,34.38488766885825,0.0039259900079015,29.35735469291163,0.0413810613943808,0.9228524246127652,5389.291045849716,0.0112707312250866,0.713848007843684,1.334766257238426,0.344143250734412,5.045653370645132,0.1216791991532381,0.5088206013433969,0.255003496939119,5.372756471768014,22567.522617,0.662625067165792,3.462784283745719,858.2623296872001,48.13332317636088,0.0019000396105224,23975.71096774194,4.564869434919089,54.47712639264299,0.6325428901419188,64.14064516129032,15.16081366340434,0.7859159972167409,7.27409577595456,0.8379080217854763
Patient 44,0.2286147436859969,0.040570820250912,0.7386646916026323,0.2424409556900121,0.6882651510096289,6900.236780043588,0.9407724647443404,52.98253736380923,67.77743060931124,362.6227277923859,0.9841998328972856,31.79490131850728,7.077660396314563,326.5635737406924,37655.4842694168,0.9201924176201072,0.0414568112258358,8.970981948515732,-0.1154958606910017,61.50955698100906,0.0030533567975156,39.13632962216308,0.0338945702154104,0.9162022211876064,9129.231593247629,0.0092832092533183,0.5951165912182599,1.285592927467022,0.3178753640813631,5.26340180125317,0.1028059433758137,0.6001015221333174,0.2282602826482981,5.620197435104872,37881.044009,0.6980469411064291,3.053739541189066,1587.858351434778,57.88221574888093,0.0012787439930613,10113.75137052564,4.826075806866298,59.04111110065596,1.265452694939043,105.1070622379878,12.95289813650394,0.7982945025391198,7.356660907107517,0.8566278412529156
Patient 45,0.2102638701494979,0.026877506901612,0.9119598581346076,0.2176240365033201,0.8301518002348194,4876.989085312751,0.9482353189219068,41.60856250184225,52.18546253507772,163.6102034011337,0.9888770993348048,24.59777960697746,7.384047819374683,149.9739950116698,25819.01137504161,0.9302203298535408,0.0272774597200956,9.704463009957022,-0.1841246224309127,48.27112283757236,0.0017528193186542,37.94533875636502,0.0244218675272316,0.9289284324999044,5618.837473961691,0.0060791946804191,0.7518491738379783,1.24593547599381,0.2956760025010491,5.76523596794175,0.0883796302434236,0.5911710986383721,0.20542535166459,6.26488545828582,25975.820506,0.8367647470362723,2.411277971558633,1221.6918972991,48.46338411625833,0.0024868865816513,11117.52473572939,5.385133556277062,51.1570767343092,0.4195600548414748,57.75771670190275,10.76625541847282,0.9201493721997652,7.756712246794868,0.8733925292625361
Patient 46,0.2509551081850923,0.0437577018806066,0.8486531219212566,0.2410807256058369,0.7126820793836846,4921.802442029817,0.9341684863398532,42.89814193683403,52.7173349098757,283.1471415182755,0.987838976254459,28.89208176146733,7.050105048801219,255.5017122508489,27564.48286383329,0.9120467161704278,0.0442279196373438,8.730329799978644,-0.1328034393880617,44.52019092501737,0.003322448876747,36.40564207931538,0.0390720554898187,0.9251818037773852,6645.265529762586,0.0088368387597294,0.6640564787576451,1.320261985827769,0.338750222013974,5.180065349728912,0.1153572392405359,0.6735042698121958,0.2497546336796476,5.555796837195214,27725.442294,0.7399933172696679,3.535890772201562,1085.131833801937,48.92715912455985,0.0018369001595752,9991.659680638722,4.71638226006861,50.63505208844956,0.8002792559537094,78.3003992015968,14.5398313027179,0.8267000319564425,7.365844666378689,0.8420353434831207
