,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_glcm_ClusterShade,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Contrast
Patient 2,0.9758172560345963,1.066902478292724,1.0714291013685247,1.0042427711015778,0.880189546515126,1.0292795760411846,1.5058744940913356,1.0674842137044214,1.1326952462007354,0.9799574248126246,0.9209732963470069,1.179854213938987,1.0416342952989572,1.1352785147118671,1.055030528750278,1.0321342831698368,1.1566260173561818,0.9965173918093755,1.0137183151658509,0.9018393880006981,0.8569425260214604,1.0185091506426696,1.0091501318869538,0.9876634209669115,0.8306831587699975,1.0245569710495106,1.0093580917834628,1.094133486345635,1.1566260176025347,1.017341071832769,1.2179580981884846,1.0209428784565182,0.9905863418226207,1.0015812299761502,1.0048334866549498,1.0497399681028576,1.0112021105875808,1.0183609016845265,0.9951974814315105,0.9873893624732222,0.939159416702675,0.983558036151659,0.9926450134480667,1.0053890882163703,1.08017534369199,0.9968910881761154,0.9345280137488353,1.1844044651488845,1.0053890887931312,0.9934464984898461,1.1477151764009568,1.0141078373288375,1.0139063438796192,1.01061315101675,1.0298775347816755,0.9996372278672463,1.1249594631458546,0.994031545857827,0.9967715673765585,1.0670696226406016,0.997602411793291,1.1107200555551617,1.0074178037928931,0.9437672554054806,0.986961812259892,1.101330123905577,0.9989011707455717,0.9997848581115099,1.0025456828465598,0.9711640055165693,1.0057373050442353,1.097312429628813,0.9665579101504896,1.1068155791002585,1.1549654543188586,1.0718277019468643,1.072470057616003,0.9764500990353594,1.6023485300891809,0.8547262948434496,1.305347662909656
Patient 20,1.0060587630840319,0.9922109596315148,0.9574295352213935,0.9649455336556847,0.9715074881268975,0.9852900387235827,0.9601843356149018,0.981768538791141,0.8844380916434609,0.9707919104974176,0.9853044973320108,0.9351353917516592,1.0573214775579,0.8842615992244829,0.9850757123092406,1.072797424192884,1.0575829529491783,1.0326692113168097,1.1131158808458526,0.9728019950891863,1.0663325548411786,1.1118906005264235,1.0903243531981894,1.1407408478275347,1.05692226657137,1.10889767666126,1.0936209932480434,0.632106249523318,1.0575829526417901,0.8740303763142337,0.8325586523495058,1.2174602615851717,1.0157220148479806,1.1010980597907398,1.0350388467992995,1.2212897936022833,0.9528480030863501,0.9368119300309949,0.9991442420656588,0.9976635419783955,1.0679433994623553,1.0237673619213166,0.9338304387974393,1.0662925564762586,0.7818278415528528,1.0297152743037377,1.0172633495763401,0.7430819696960639,1.0662925564891046,1.0305271822560804,0.7802422588058108,0.8784267075064448,1.2418273158166364,0.9882357535029054,1.1271809122447283,1.0260592159430881,0.89666289335878,1.0095460533484566,1.0044812331647455,0.9446360970977166,1.0037709788534934,0.8814722873747877,0.9342524884644435,1.1392132456017026,0.8971452078706569,0.9970538117215496,1.0567547037773835,1.0290477585276272,0.9982206181188558,1.0669980943067598,1.013377106021317,0.930016065535603,1.0517431378463664,0.956442913717659,0.7728714826111543,0.9272772784146293,1.1360099075887735,1.0749571190800684,0.7255661667694274,1.2171894122229083,1.1671077691958138
Patient 21,0.9942715346894851,0.9930498302959121,0.9964211884044154,1.0033949537301738,1.0,1.0,1.0,1.0056892106848656,1.0845663484617407,0.9976470403633962,1.19621695348057,0.8824581741822991,0.8136507060204337,1.0825645326140148,0.9473805239450614,0.9923438250788106,1.0453110355264352,1.0027005192463447,1.053114111432241,1.1908446679390359,1.0421003743512227,1.051605345800367,0.9714151224285759,0.9399638936467208,1.032225760553038,1.0411381866826825,0.9826432393423107,1.5824699827684579,1.0453110353379576,1.0147103923814988,1.8115552688837115,0.9978072447593037,1.0434615932533362,0.9766901607594848,0.9964396655477878,1.0594045155138017,1.038228946490307,1.0663218861791648,1.0004808169508157,1.0032359020896184,1.092179705880619,1.024985687600383,1.0703238632070065,0.9146321752951576,1.1326034371892835,0.994290645994308,1.0337297805978851,1.392570805785592,0.9146321750679841,1.0024685310637342,1.0813937796037165,1.007020730507821,1.124468090532224,1.026307947698572,0.8946382519962955,1.0090088987177477,1.0597818282592424,0.9867344641885616,0.991907692139128,1.154676128191505,0.9944712805272733,0.981194975754683,0.9724222340821328,1.1218675188452776,1.417021820590219,0.9959763745776641,0.9870714961388894,0.9917436136601703,1.006787902889752,0.9320659238765946,1.0134146420622947,1.005686083646128,0.928984880964929,1.2805603222345165,1.0984894902311393,1.1802273197730357,0.9130120115186457,0.9373936005873406,1.1311376218350677,0.9656271757167149,1.005771489741139
Patient 22,1.0250078397134639,1.016394206688587,1.0031853418857348,0.9870041914939449,1.0,1.0,1.0,0.9977807887936603,0.9938339882770407,1.0116870339156199,0.9849620936739257,1.0110897619919148,1.0173628321546118,0.9939821541167363,0.9828129188391163,1.0553925455277162,1.0122787211538578,1.005883164433883,1.0252723900961491,1.0128289736802196,0.991402250630046,1.0786054768578428,0.9937882339550004,0.9656727685213922,0.9946700994035786,1.0614879756993927,1.0091617012201095,1.128862826520013,1.0122787211004292,1.0218064578664734,1.6414273068528602,0.9576743122303365,1.1156849684281835,0.9686698714345646,0.9889688932280796,0.9754846783107586,1.0340606192121178,1.0550552804182345,1.0007218387725443,1.0028198657085383,1.2022828024834362,1.0612847198661588,1.0370700817234035,0.9994690840389407,1.1314755539652501,0.9967233518442392,1.1108815220176667,1.4910027380969577,0.9994690840389407,1.0105050438332859,0.9920980795124332,1.0068193289151541,1.1746276371094544,1.028403382445638,1.0439093872913405,1.0127010339448939,0.9719424464468653,0.9862129011662547,0.9912943307589754,1.1344588429128004,0.9941578768153506,0.899251960517337,0.9638724888855696,1.1052896459799213,1.5718338566975198,0.8953349169464012,0.9596739593550214,0.978974545950999,1.010957699632998,0.9386057799019637,1.017595106460053,0.9441641120925335,0.949880344297315,1.2624723763723322,1.0156573843497163,1.1662343602200338,1.1344525713761688,0.9402743992317575,1.0346780749679367,1.0789937063477102,1.0676012856948165
Patient 23,0.9872411888132944,0.9750110975811649,0.9824971294659631,1.0076778934408273,1.019008527047147,1.0,1.0,1.0,0.9756635074234636,0.9948211213748666,0.9951723737900732,0.9884811603056785,1.0131373683029405,0.975852573672107,1.0806564695520875,0.9553783927190982,0.9110286397335728,0.9549690772343793,0.7966811764976908,1.1747116118156598,0.9568888530210649,0.8672621717522447,0.9778415334031237,0.9784597788896342,0.9490905946998413,0.8264977502109256,0.9662152970079748,1.2283954210537422,0.9110286395393358,1.211796713980616,0.8384093234652982,0.900642592777786,0.9557382096770991,0.9176028163940866,0.9740187788364998,0.9835294652309539,1.0751247267069237,1.1180725056067864,1.0000268872652864,1.0024286189387601,0.937324481868609,0.9673513060404662,1.1061471212753933,0.9791781771102542,1.4332576403330681,0.9582962024454292,0.9604618665611655,1.3602493554239876,0.979178177393819,0.958575278968858,1.1558024761555479,1.199370256595913,0.8020095318936745,1.0397117318106928,0.9501040334127516,0.9692788236124992,0.9432544402648481,0.9786964311506198,0.9874742767300534,1.2116715894985686,0.991139516101006,0.9198717429343445,1.0744318204862755,0.8748004263531176,2.464194434586674,0.874305222582864,1.0212090619255811,1.0114439571182379,0.9827047317207745,0.8773324637479848,0.9848668681042851,0.8614567628475588,0.8827734736056438,1.25783012474557,1.1825349463111583,1.2252533195690067,1.0852437901521546,0.9049102580921853,1.006834865874302,0.997775046756738,0.7969739225883048
Patient 24,1.0052090070601778,0.9992623922280134,1.000141250957935,1.0008795064010592,1.0,1.0,1.0,1.0,1.0075454396224819,1.0060930957956662,1.0008811236054749,1.0041392155568185,0.9966192858807945,1.0075182083054637,1.0288088398447501,0.9858753985995921,1.0119606893046422,0.9824864419881324,0.9003173119175446,1.5900356372263529,1.0385145855622802,0.9493083637143871,1.003002702521781,0.9979371526886565,1.0156667354253661,0.9073306628680471,1.0022022402688646,1.580967549010103,1.0119606895549553,1.0917538475075845,1.6531978670285663,0.8722789701611533,1.05922209605936,0.9251754478657326,0.9734292003807998,0.8955235310427655,1.0558887863406952,1.0868804828021368,1.0010420713529353,1.0050508503014326,1.082155672600178,1.019135097888417,1.0791605452343016,0.9034366268658697,1.218786280351403,0.9762529968241926,0.9196392709656616,1.2405092242122333,0.9034366268658697,0.9842329332333994,1.0831693986402975,1.0852788049628064,0.9955445350225741,1.0307371975546635,0.8543456327632296,0.992243501399732,0.9826202429136258,0.9844432385959107,0.9905637816986267,1.1673722210411381,0.9935182450930586,0.9355128612049092,1.0233533809663817,1.0741737023445646,2.0525299753115105,0.9033888149926651,0.9882130179108236,0.993202888107,0.9972090934187123,0.907342464036392,1.0034352770872415,0.9250875272135003,0.918184423318298,1.222614910597152,1.0999618749462938,1.1735519495335631,0.921364009343938,0.9208836642378943,1.0071222745952528,1.0067127505449345,0.8238778851421358
Patient 25,1.003162913870162,0.9838533956833996,0.9813310001239923,0.9974362081116993,1.0,0.9953230512641099,0.992696189595343,0.9961108263172135,0.9916332311764263,1.0005910133286748,1.004517726029785,0.9899420599816066,0.9982945613828358,0.9912571387954712,1.0874149800784352,0.99123421794498,1.0180438153966442,0.9916948448133509,0.9720697085401094,0.8642371883369809,0.9040549530092998,0.9443467551291157,1.032114701636161,1.069779328217837,0.8970668693877459,0.9628648553146524,1.0134213998896044,0.7632815354243568,1.0180438155089517,0.9908875275637516,0.6261189880065572,0.8669118043723671,1.001104298302753,0.9471390082525333,0.9771205144079842,0.8289134683696754,1.0086730514504618,1.0037541154819811,0.9991167391014497,0.9959829072781227,1.0111292027715226,0.99981787069996,1.0022704981924793,1.039246902992311,0.9409846267254931,0.991837995182427,1.0031588896726296,0.846749914632198,1.039246902749097,0.993168228283975,0.9927837520244638,1.001597442691739,0.8663189125559242,0.9985194905240371,1.039722796322627,0.9915641079825325,0.9905386300386495,0.9991356592774284,1.000035261834079,0.978455681310053,0.9996516895530101,0.9819347829215539,1.039948417996882,0.8678265999146908,0.8387014452227782,0.8688210051926635,0.9201517866672794,0.9580091025941463,1.0100037984409593,0.9525428272876699,0.9972923435155875,0.9861828823618869,0.994880988712851,0.8565493785963547,0.9822243356340378,0.9555751039603916,1.1636249080633425,0.940983886551723,1.0004100556685496,1.036475150306246,0.9712568466661784
Patient 26,1.0150798216121397,1.0226766593994074,1.0143857821525473,0.9918929637992715,1.0,1.0,1.0,0.9926104226340187,1.015152047063553,1.0068505333479172,1.0025062792057169,1.0075508217424842,0.9925122300631734,1.014997671016892,0.879107258058178,0.926265625766297,0.8570760607575066,0.9833440503170684,0.9464276778035953,1.0186856925628704,0.8471989073981606,0.9525275011702106,0.9144256700187543,0.9110690484234032,0.822351363315849,0.9490466994181542,0.9189188481078348,1.104572153294699,0.8570760604264692,1.0566502803061235,1.0079782150391294,0.8327894833694233,1.032540025062083,0.9024857437900957,0.9644814038811994,0.8575040327681795,1.0723326486265163,1.1107208005585913,0.9978586554867968,0.9945282869099445,1.0966513452212707,1.0193037125631867,1.0936822063655074,0.8521987876752105,1.1926636464700169,0.9756460079463348,1.03577377956287,1.1774123204542795,0.8521987879229029,0.9857104249316654,1.055543286409545,1.0524624186066687,0.9129289796395412,1.0366392534379878,0.7796232382684252,0.9939344027955126,0.9821750778696983,0.9792226351604364,0.9880913637606593,1.1964142997752851,0.9914085962938317,0.9190145393616463,1.0312935018263027,0.9284584260599008,1.337683889526007,0.8787789153605192,0.9861421427768374,0.9933870036686326,0.9986496076846001,0.8779606761938766,1.0084209473204,0.9046705728412365,0.8913031041333829,1.2738978657480726,1.072497553557663,1.2262415721344784,0.866420913908769,0.8986107537991428,1.3026494005606255,1.016271573797567,0.9878296315619789
Patient 28,0.9967975144458335,0.9998074891032173,1.0007590833323816,1.0009517777474048,1.0,1.0,1.0,1.0,0.9938673997066833,0.9977462433645997,1.0001954846884369,0.9957127626281805,1.0018567506657916,0.9938983052403378,0.9293648049067798,0.8377884433455993,0.7365612958385352,0.9437058155986481,0.771444825510447,1.1390753550601223,0.886579381444005,0.7904162918640295,0.8677688323584073,0.862672872230839,0.8595421579782927,0.7705496121589546,0.8608618703617851,1.4698888643093135,0.7365612962817925,1.2612352860225706,0.7829954075407143,0.5947907413238139,1.035224858449739,0.7624357981334802,0.9113878904734034,0.6159859071874813,1.1877845472252357,1.2870936382438545,1.003330661553992,1.010651483523875,1.117647701581688,1.012667164600129,1.2642892827249277,0.8173289628374257,1.5962205026077338,0.9377621422705772,1.0368447627290964,1.353735264989603,0.8173289626526606,0.954648215558144,1.2314909072635725,1.2623440371870258,0.6479481640989644,1.058117378978748,0.6963723245001608,0.9605319250138747,0.9434736591407175,0.9668098350078898,0.9815424107948101,1.4406564708895746,0.9864512432127149,0.9699594167341372,1.260848629028537,0.6671124046213645,1.4221512514177252,0.643616168336466,0.836635588885337,0.9116668765776724,1.0022618435199306,0.774013723379242,0.9995876253966778,0.8018683874020133,0.806791182672597,1.4226416361371832,1.2535395919364287,1.4390606326514062,0.9400404898519478,0.7728346041834582,1.1123160039928903,1.0828679599675357,0.5935370738458787
Patient 29,0.986735960034784,1.019260937612885,1.0326204657288443,1.0131070740037689,1.0161174925727752,0.9939237577433675,1.0,0.9956543333402933,1.0364421696028976,0.99966918128473,0.9966069516671955,1.0276363808179816,0.9915038312244896,1.0363298860375723,0.9168650707820383,0.931108172671952,0.8873607539217121,0.9808636941340039,0.9694449081598491,0.8752218998818917,0.9578612547744934,0.9387614849122209,0.9261131754993142,0.9308652572096997,0.9671967094181378,0.9686025998836422,0.9253394914332012,0.7248055764612982,0.8873607546002247,1.0524840769346064,0.5017572812993688,0.9427086105894515,0.9593497337397727,0.9774557713941363,0.9901038148910186,0.9230011605464218,1.0041141485838818,1.0005990633097908,0.9994655303315444,0.9978298367802267,0.9166600162624551,0.9728502537525948,0.989066732059436,0.9151341270317289,1.0524610132618961,0.9875321745830493,0.9615645217557229,1.085780617777348,0.9151341270484379,0.982971531292055,1.0894304887689472,1.052146321009208,0.8447305311649184,1.0011709806955753,0.8405729628414513,0.982725062635127,1.033107718841929,0.9978469683064554,0.9991533024247964,0.9960145004803328,0.9991976327916229,1.0646660603949931,1.0535207932243145,0.848328975274846,0.8941708474909612,0.9753572891980826,0.965146938368487,0.9817993257174557,0.9924219289796552,0.9751519067353928,0.9858787702208572,1.0258288287701565,0.9898670727155162,0.9501137576304401,1.0907207030126571,1.00084781199707,0.828058739648052,0.9699827279982192,1.1930200051404969,0.9135254590765497,0.9271828446615098
Patient 3,0.9995579219025361,1.0076621226833196,1.0088235542303807,1.0011526000870932,1.0,1.0,1.0,1.0,1.0126817511133759,1.0007100127332202,1.0015095186000458,1.0069167710458453,0.9943072132773842,1.0126536839895577,0.9715070510256856,1.0048587220262526,0.9910232800046526,1.0059843449766792,0.9974880263720335,1.1639312776824307,1.0977791801626655,1.0309979362327497,0.9822902220376133,0.9657516228193053,1.0959540348621126,1.0028726086926942,0.9892622914141973,1.3325180596180675,0.9910232799385563,1.0053951468905225,1.6643882901375706,1.029169737464016,1.0374215114659033,1.0083137875146304,1.0045211380518697,1.0468639800808626,1.0001579215357779,1.0012100264010984,1.0025902338022814,1.0077728499850227,1.0595768771784912,1.0216314549551397,0.9968284630341326,0.9810512250429955,1.0325649768668745,1.0029512246042833,1.048826465706568,1.0407963333632362,0.9810512253484018,1.0052108537415327,1.011811427899878,0.9998380599276728,1.1086632479175718,1.002977001573082,0.9745541533809663,1.0069098326177124,1.01137818963889,0.9995726538126554,0.999299761235332,1.0238078067103065,0.9998336858830037,0.957544438113779,0.9431026227875062,1.1613590804007072,0.9689437814321157,1.0893204387735318,1.0728911500540703,1.0394783688323888,0.9996081391073226,1.002626182972509,1.005036567109622,1.0002006766879024,0.9877026001081297,1.096159900640941,1.018117097131232,1.0313706972745214,0.9426535997221372,1.0256779001338465,0.8749301517840773,0.9868180695620583,0.8930426013028194
Patient 30,1.1158636049221222,1.0896400687450423,1.008287327857313,0.9253398042154745,1.0108362297666054,0.8744746321777497,0.9222996426363781,0.8612782085071586,1.016163567917494,1.032553009520362,1.0286049460368303,0.9826385665339393,0.9670082626419598,1.0167043945157421,1.1125205373278073,1.1801089543751455,1.3915565852833272,1.0502308463863887,1.240356480841994,0.9742417847061859,1.1807038829353944,1.2306184721129165,1.1590390185761175,1.1339303914792167,1.2233257445930885,1.2447302012176074,1.1699117019754597,0.9793213969685426,1.3915565852191008,0.8356162620732567,1.743362233748126,1.5978173231122028,0.9887189450213266,1.2624959883278106,1.082331850993673,1.6047967226811874,0.8741196843821941,0.8250512909039087,0.9989591449890238,0.9972430019665566,0.9334800959112383,0.9971587159530308,0.841937960083875,1.2202059551166897,0.6778828970582582,1.0581405113699895,0.9921887359858502,0.7738211746092698,1.2202059553027458,1.0415415552206957,0.863584291416178,0.8348005704167378,1.4993622421255053,0.9494641560356034,1.397361016584567,1.0354076944762278,1.066843268090262,1.0316367947758847,1.0174501436472854,0.7547511348863022,1.0127787866633078,0.9903488671449558,0.8133197003684426,1.576225014552626,0.6500694488296528,1.330154945348698,1.0923839790193453,1.045672825572166,1.0186918367852804,1.1976563189084934,1.0044391115388254,1.2231530199567249,1.2030566868233346,0.699595487747005,0.8495747255898065,0.7259587631144175,1.0076300459967482,1.1945061836922821,0.7492876356256394,0.9059388352549952,1.325381527099599
Patient 31,0.9865014806624787,0.9872825290694706,0.983015590523496,0.9956780983478641,0.9720063684435583,1.0,0.9875698040117156,0.990456496043763,0.9498692386187254,0.9822379191338355,0.997659487014969,0.9685607804334103,1.0196780129787788,0.9501627486897057,1.0347736791671527,1.0317073286969007,0.9982675952376651,1.0074439640199644,1.023038967231222,1.0088261248206183,1.0688319398103017,1.0276160963552383,1.024605929678,1.0136684126138755,1.0800912626458188,1.026634448979748,1.0250014671183978,1.7577217197224762,0.9982675957981407,0.9791342781415275,1.7052903749122383,1.059480253156504,0.9981164877969646,1.0372061191746313,1.0124297642706592,1.039673704068288,0.9714551372266114,0.9562288271090645,1.0010730786827702,1.0022416056527919,0.9831992372683098,0.9999064292633971,0.9613279661518751,1.0295268331855276,0.9458565731289476,1.0082744714775504,1.001645042051998,0.9603518956373487,1.0295268334391063,1.006551378471847,0.9351864731903697,0.9788963764439093,1.0550935380351807,0.9834618269413886,1.0335144577813562,1.002549001685603,0.9646347023763496,1.0099881203447727,1.005469810866137,0.9271776771335452,1.0041590156640323,0.9654180530586699,0.9739383713671119,1.0401456684859736,0.9017820479391988,0.9886025700722584,0.9973275068138405,0.9955200271065647,0.9980938303982112,1.0432441006906195,0.9940153037614986,1.0079330554773291,1.060800437296495,0.8992672811148051,0.9303369282380659,0.9142250501754228,0.9398838163952424,1.0379537161646601,0.9465965711010282,1.0221300488766478,1.0535914061776679
Patient 32,0.9860157103695619,0.9964099075543508,1.0076333103739363,1.0112638411594246,1.0232622632893598,1.0232622632893598,1.0,1.0134780396701002,0.9991975491158039,0.9971220348385805,0.9909264779680428,1.0086166662255278,1.0094266803777967,0.9992371749167304,1.0297882054973924,1.13712641076466,1.215780365178277,1.0489430142590548,1.2068950250166033,0.9419693428846045,1.028925211123819,1.1910860991001861,1.094290606155758,1.0798739334819034,1.0557536207206069,1.2024802765738491,1.1030451038423188,1.741226956223714,1.215780365098897,0.8433217445685183,3.207695273969999,1.3580698425252624,1.0107665852085768,1.1620041286550684,1.0633045446038902,1.3596319840554385,0.9323216508747109,0.9059097340351986,0.9974660254014316,0.9927820312137999,0.9990951184624592,1.0094816675174778,0.8975258224806251,1.162666075867073,0.7440864179759088,1.0490864159643805,1.0103851343603962,0.7671197487922459,1.1626660761635472,1.0419402057584461,0.8529648133834374,0.8448341839329037,1.3938640590598426,0.9740959165181312,1.3062832742708967,1.035328011237869,1.0303636732950072,1.0204143008093547,1.0103998917002832,0.919549340659912,1.0083552105072058,1.0929287830769447,0.8922456952345825,1.241161753958088,0.5876492052119842,1.3227973947045988,1.0799059318033721,1.0425085795101532,1.0026455040385451,1.2258542047528969,1.0197620073535996,1.0574545018057475,1.0582617679082311,1.0064367883688625,0.842678441666677,0.9011125748615484,1.1123432626449108,1.1800140267784605,0.9312235267621345,1.021217661933476,1.4590548228094722
Patient 33,1.0011109040132506,0.9876751999134584,1.0186126649315386,1.0313235206188105,1.1205450913900796,0.9520600938872433,1.0280403458767136,1.0256760587590392,1.0889104637764928,1.0324692228612868,0.9999550661430523,1.0584758713699176,0.9720504199509047,1.0887271708455037,1.283082283923922,1.1227598052924799,1.4135375392891814,1.0108413035438708,1.0257647938496246,1.118527287255259,1.1546447368803088,1.0524169418265323,1.1530292875967472,1.1359391436735449,1.1570430853676246,1.040458075203927,1.1394470341911906,1.289710626147442,1.4135375390587908,0.9902217252208687,1.4864728619566585,1.263465959599729,0.9645260489392251,1.1204540559436245,1.042080306646722,1.2780478687193015,0.9349558100068162,0.9066940821781112,1.0005775097209104,1.0021463349996307,0.8950049246081002,0.9785035320905128,0.9204890242701687,1.1676653874522642,0.9331342503997244,1.0195794434389915,0.9673761631268621,0.9616679433356349,1.1676653869542786,1.006202365008429,1.0823377196319046,0.9844126466215198,1.1286312595216776,0.9711656911979857,1.2840172798046956,1.0042811647570329,1.1187518904158813,1.017689801812445,1.0098543537070008,0.8597126073966608,1.0071772808502568,1.0908429803083537,0.912904053621546,1.23207723100253,1.0257515772272319,1.2379693770984586,1.0360311095369288,1.018275406644884,1.0084932600904302,1.0975341533503746,0.9866740460065643,1.197325911164544,1.0997483506896,0.7774509977390635,1.0780812780033517,0.8275051136050489,1.1206311863259555,1.0916481217367302,0.7906560580084111,0.8483117002438029,0.932063932630384
Patient 34,1.000688745350422,0.9788624971114757,0.9874310886961398,1.0087536202934961,1.0,1.0,1.0,1.0,1.0188670526262527,1.0094483945414119,0.9988262239411196,1.0137287014033662,0.9949568014257376,1.0182035082132128,0.8107288458265592,0.8484103566214202,0.7372210006695523,0.9623728602803329,0.9087051611986888,1.0027606445265271,0.946931374755701,0.8843429564062617,0.8476113858791147,0.8559910496561111,0.9588098990701394,0.8957209472355941,0.8509059385207413,0.9310518773212763,0.7372210007354772,1.1419259898897456,0.5550283188317593,0.7276157024560574,1.018208372073204,0.8495175729307919,0.9430260463460912,0.7386357980412265,1.1037040273476193,1.156211129884709,1.0028359132344873,1.0089948743433848,1.0761435804425201,1.0106616256413945,1.138985283700054,0.8735806863066112,1.3485098555870123,0.9564116740334638,1.0216128179031645,1.3733301742266177,0.8735806863066112,0.9677199055987369,1.1442271692199144,1.141480345064814,0.7717811483709912,1.0485155183379409,0.796247590484445,0.9763760743512043,0.9753563508897628,0.9728258445402053,0.9844922333466087,1.2634069662288683,0.988749617030846,0.9627499353156269,1.1282124390081116,0.7971980587687344,1.6775047165830528,0.7999788127646663,0.9374667322767525,0.9678518963261674,0.9983193496465285,0.8380849287314599,0.9999650329347721,0.886027450677102,0.8701869920339118,1.3585824931116657,1.162713058757506,1.3012248200323568,0.9429916385232782,0.8540820612348494,1.0286235077456245,1.0007044118724393,0.6884993560926079
Patient 35,0.9870981960214519,1.0101419331629022,1.0078607809525753,0.9977417490941242,0.9782335477362241,1.0140468397456581,1.0100811363025288,1.0198612689354198,0.9761020830826171,0.9848690802155744,0.9951576073625193,0.9887920346445258,1.0130006423021745,0.9762123799866296,0.9516293514051499,0.9347312019609194,0.8511705587762641,0.972867921192172,0.9086706506086903,1.147746206201498,1.0069724509558176,0.9159442953673282,0.9356267421726623,0.9321911672982126,1.0084550520774027,0.9135062690252275,0.9337618819280217,1.0893463573618143,0.8511705587609936,1.1007843466431964,0.8415424694810275,0.9513321197262375,0.9568033346527146,0.9587918865161194,0.9869525034743195,0.9934102205239015,1.0344054194563668,1.0517285019225988,1.0003687811853583,1.002401506162192,0.9336815081345534,0.973479953151499,1.034070689800147,0.9323270148983281,1.1878833581204222,0.9759356129486857,0.9794818478637994,1.1470387016394117,0.9323270146344516,0.973420400399555,1.058756864836933,1.094215958194441,0.856139123895294,1.0276363564129054,0.8857621959137615,0.9827747796204851,0.9533798442093309,0.9852341308902364,0.991132369687163,1.1132295568888109,0.9937469176024382,0.9578168994953217,1.0411720235671744,0.9306351018435524,1.1685087744132816,0.9419280432584438,1.0239004226003046,1.013659080357779,0.988119678847725,0.9423575046946707,0.9943030053765799,0.9062160071149494,0.9282980114862405,1.1834457603461987,1.0745992922574632,1.1364760370455256,0.9538540705882576,0.9565652581613898,1.0277611096794994,0.982944614358921,0.820549183940354
